City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,ushuaia,-54.8,-68.3,9.81,50,0,10.8,AR,1702227977
1,albany,42.6001,-73.9662,13.18,88,100,0.89,US,1702228135
2,manokwari,-0.8667,134.0833,26.25,82,92,4.26,ID,1702228206
3,adamstown,-25.066,-130.1015,21.02,62,75,5.24,PN,1702228206
4,fuyang,32.9,115.8167,3.04,87,100,6.88,CN,1702228207
5,kirakira,-10.4544,161.9205,25.25,91,100,1.63,SB,1702228207
6,bredasdorp,-34.5322,20.0403,18.89,65,0,6.32,ZA,1702228207
7,shchigry,51.8755,36.9043,-6.1,95,100,4.88,RU,1702228207
8,college,64.8569,-147.8028,-20.61,77,75,0.0,US,1702228208
9,west island,-12.1568,96.8225,25.99,83,36,4.63,CC,1702228135
10,cruzeiro do sul,-29.5128,-51.9853,22.51,90,100,1.65,BR,1702228208
11,nuuk,64.1835,-51.7216,-1.66,74,40,1.03,GL,1702228160
12,port alfred,-33.5906,26.891,17.88,86,47,0.45,ZA,1702228208
13,gorodishche,48.8045,44.4744,-5.51,73,40,9.0,RU,1702228209
14,duluth,46.7833,-92.1066,-3.02,75,100,5.14,US,1702228209
15,ribeira grande,38.5167,-28.7,18.76,72,40,9.26,PT,1702228209
16,o barco de valdeorras,42.4164,-6.9901,17.84,92,100,2.09,ES,1702228210
17,blackmans bay,-43.0167,147.3167,10.41,78,95,0.45,AU,1702228210
18,papatowai,-46.5619,169.4708,5.9,85,38,3.47,NZ,1702228155
19,dampit,-8.2116,112.7493,22.57,93,100,0.58,ID,1702228210
20,cabo san lucas,22.8909,-109.9124,27.09,62,0,2.06,MX,1702228160
21,vangaindrano,-23.35,47.6,25.37,87,41,2.9,MG,1702228211
22,hamilton,39.1834,-84.5333,3.92,75,100,4.63,US,1702228108
23,george town,5.4112,100.3354,27.96,89,20,0.0,MY,1702228130
24,mount pleasant,32.7941,-79.8626,24.0,85,40,6.69,US,1702228141
25,san pedro,14.35,121.0167,26.86,89,91,1.79,PH,1702228211
26,hirara,24.8,125.2833,24.37,76,81,5.87,JP,1702228211
27,karratha,-20.7377,116.8463,27.8,50,2,2.7,AU,1702228212
28,hawaiian paradise park,19.5933,-154.9731,23.35,97,100,2.57,US,1702228212
29,nema,57.5067,50.5011,-26.0,98,80,1.76,RU,1702228212
30,grytviken,-54.2811,-36.5092,7.21,79,100,6.51,GS,1702228136
31,chonchi,-42.6128,-73.8092,18.56,64,90,1.48,CL,1702228212
32,ubata,-14.2139,-39.5228,33.62,36,78,3.66,BR,1702228212
33,port-aux-francais,-49.35,70.2167,3.32,75,23,10.78,TF,1702228213
34,yellowknife,62.456,-114.3525,-10.33,100,100,4.02,CA,1702228213
35,nar'yan-mar,67.6713,53.087,-22.72,91,98,4.92,RU,1702228213
36,whitehorse,60.7161,-135.0538,-17.33,79,68,1.79,CA,1702228213
37,edinburgh of the seven seas,-37.0676,-12.3116,13.25,68,100,6.04,SH,1702228163
38,atafu village,-8.5421,-172.5159,28.67,78,100,6.22,TK,1702228213
39,isafjordur,66.0755,-23.124,-4.98,86,20,1.54,IS,1702228214
40,mejit,10.2753,170.8646,27.24,77,88,10.47,MH,1702228214
41,malango,-2.9627,119.9001,20.52,97,100,0.62,ID,1702228214
42,muncar,-8.4333,114.3333,25.06,86,99,1.75,ID,1702228214
43,sinabang,2.4803,96.3801,26.24,85,77,1.91,ID,1702228214
44,north shore,-36.8,174.75,14.89,81,98,0.45,NZ,1702228215
45,avarua,-21.2078,-159.775,25.03,88,100,10.8,CK,1702228215
46,isla vista,34.4133,-119.861,19.45,40,0,0.0,US,1702228215
47,bilibino,68.0546,166.4372,-26.42,100,73,1.71,RU,1702228215
48,luderitz,-26.6481,15.1594,21.61,57,3,13.2,NA,1702228171
49,bethel,41.3712,-73.414,13.84,88,100,3.6,US,1702228204
50,ola,59.5833,151.2833,-2.14,80,100,10.25,RU,1702228149
51,afaahiti,-17.75,-149.2833,26.93,84,86,11.18,PF,1702228216
52,lebu,-37.6167,-73.65,15.86,68,100,9.31,CL,1702228145
53,nyurba,63.2842,118.3319,-27.77,98,100,2.49,RU,1702228216
54,waitangi,-43.9535,-176.5597,10.46,58,34,4.99,NZ,1702228165
55,khandyga,62.6667,135.6,-33.65,98,100,1.53,RU,1702228216
56,pimentel,-6.8367,-79.9342,27.16,57,0,6.69,PE,1702228217
57,turtas,58.9417,69.1325,-29.6,95,23,2.81,RU,1702228217
58,tralee,52.2704,-9.7026,11.14,82,100,15.43,IE,1702228042
59,turinskaya sloboda,57.6232,64.3858,-31.75,98,12,2.34,RU,1702228217
60,la ronge,55.1001,-105.2842,-12.86,78,20,2.57,CA,1702227926
61,keflavik,64.0049,-22.5624,1.24,80,75,1.54,IS,1702228217
62,embarcacion,-23.209,-64.096,20.43,97,100,2.83,AR,1702228217
63,knyaze-volkonskoye,48.4642,135.4567,-22.18,61,15,7.6,RU,1702228218
64,lihue,21.9789,-159.3672,23.77,80,20,4.63,US,1702228134
65,punta arenas,-53.15,-70.9167,12.06,32,20,10.8,CL,1702228147
66,vorgashor,67.5833,63.95,-25.57,100,94,2.74,RU,1702228218
67,kruisfontein,-34.0033,24.7314,17.71,76,73,4.1,ZA,1702228218
68,port mathurin,-19.6833,63.4167,26.68,71,45,4.33,MU,1702228194
69,wajir,1.7471,40.0573,30.94,40,70,4.37,KE,1702228219
70,wailua homesteads,22.0669,-159.378,23.44,86,20,4.63,US,1702228219
71,olonkinbyen,70.9221,-8.7187,-5.73,57,14,0.55,SJ,1702228219
72,bogdanovich,56.7803,62.0494,-30.48,99,67,3.08,RU,1702228220
73,invercargill,-46.4,168.35,4.84,87,26,3.1,NZ,1702228017
74,axim,4.8699,-2.2405,28.4,74,75,4.4,GH,1702228220
75,iskateley,67.6803,53.1512,-22.77,91,98,4.92,RU,1702228217
76,san juan de miraflores,-12.1629,-76.9635,22.29,73,39,3.93,PE,1702228220
77,puerto natales,-51.7236,-72.4875,11.25,62,75,6.17,CL,1702228220
78,puerto ayora,-0.7393,-90.3518,28.98,76,64,4.42,EC,1702228221
79,mil'kovo,55.6078,37.7956,-9.25,94,100,5.37,RU,1702228221
80,murashi,59.3999,48.9615,-23.95,97,99,2.74,RU,1702228221
81,phalodi,27.1333,72.3667,19.06,22,5,0.63,IN,1702228221
82,klaksvik,62.2266,-6.589,7.51,94,100,13.95,FO,1702228222
83,talnakh,69.4865,88.3972,-29.33,99,100,3.97,RU,1702228222
84,tura,25.5198,90.2201,14.3,53,0,1.3,IN,1702228163
85,rongelap,11.1635,166.8941,26.87,81,86,8.27,MH,1702228222
86,iqaluit,63.7506,-68.5145,-5.15,85,100,4.12,CA,1702228162
87,ilulissat,69.2167,-51.1,-3.99,74,100,10.8,GL,1702228223
88,mount isa,-20.7333,139.5,25.87,44,99,5.66,AU,1702228223
89,kone,-21.0595,164.8658,22.1,77,100,2.21,NC,1702228178
90,bazas,44.432,-0.2133,15.35,100,100,3.1,FR,1702228224
91,kasson,44.03,-92.7507,-4.71,86,100,5.14,US,1702227998
92,tete,-16.1564,33.5867,35.28,27,98,1.74,MZ,1702228224
93,nagato,34.3833,131.2,15.4,85,100,1.71,JP,1702228224
94,st. john's,47.5649,-52.7093,3.15,80,41,2.24,CA,1702228224
95,castillos,-34.1667,-53.8333,21.95,62,72,4.41,UY,1702228225
96,roma,43.2128,-75.4557,12.63,94,100,4.63,US,1702227965
97,rio grande,-32.035,-52.0986,25.06,82,99,8.36,BR,1702228226
98,ar ruways,24.1103,52.7306,23.21,61,12,2.77,AE,1702228226
